RUN	simulations.CircuitBreakerSimulation	circuitbreakersimulation	1554985040255	 	3.0.3
USER	Circuit breaker scenario	657	START	1554985090833	1554985090833
USER	Circuit breaker scenario	658	START	1554985090872	1554985090872
REQUEST	564		circuit-breaker	1554985087013	1554985090897	OK	 
USER	Circuit breaker scenario	564	END	1554985087013	1554985090897
REQUEST	568		circuit-breaker	1554985087184	1554985090900	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	568	END	1554985087184	1554985090901
REQUEST	572		circuit-breaker	1554985087363	1554985090903	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	572	END	1554985087363	1554985090904
REQUEST	576		circuit-breaker	1554985087533	1554985090906	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	576	END	1554985087533	1554985090907
REQUEST	580		circuit-breaker	1554985087713	1554985090909	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	580	END	1554985087712	1554985090910
REQUEST	584		circuit-breaker	1554985087883	1554985090912	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	584	END	1554985087882	1554985090912
USER	Circuit breaker scenario	659	START	1554985090912	1554985090912
REQUEST	588		circuit-breaker	1554985088042	1554985090915	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	588	END	1554985088042	1554985090915
REQUEST	659		circuit-breaker	1554985090912	1554985090916	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	659	END	1554985090912	1554985090917
REQUEST	538		circuit-breaker	1554985085883	1554985090918	OK	 
USER	Circuit breaker scenario	538	END	1554985085882	1554985090918
REQUEST	592		circuit-breaker	1554985088214	1554985090918	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	592	END	1554985088213	1554985090919
REQUEST	542		circuit-breaker	1554985086052	1554985090921	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	542	END	1554985086052	1554985090921
REQUEST	596		circuit-breaker	1554985088383	1554985090924	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	596	END	1554985088383	1554985090924
REQUEST	546		circuit-breaker	1554985086232	1554985090925	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	546	END	1554985086231	1554985090925
REQUEST	600		circuit-breaker	1554985088543	1554985090928	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	550		circuit-breaker	1554985086403	1554985090928	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	600	END	1554985088542	1554985090928
USER	Circuit breaker scenario	550	END	1554985086403	1554985090928
REQUEST	604		circuit-breaker	1554985088713	1554985090932	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	604	END	1554985088713	1554985090932
REQUEST	554		circuit-breaker	1554985086584	1554985090932	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	554	END	1554985086583	1554985090932
REQUEST	541		circuit-breaker	1554985086013	1554985090935	OK	 
USER	Circuit breaker scenario	541	END	1554985086012	1554985090935
REQUEST	558		circuit-breaker	1554985086752	1554985090936	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	558	END	1554985086752	1554985090936
REQUEST	608		circuit-breaker	1554985088873	1554985090937	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	608	END	1554985088873	1554985090938
REQUEST	545		circuit-breaker	1554985086183	1554985090938	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	545	END	1554985086183	1554985090939
REQUEST	562		circuit-breaker	1554985086922	1554985090940	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	562	END	1554985086922	1554985090941
REQUEST	549		circuit-breaker	1554985086362	1554985090942	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	549	END	1554985086362	1554985090942
REQUEST	612		circuit-breaker	1554985089035	1554985090943	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	612	END	1554985089034	1554985090944
REQUEST	566		circuit-breaker	1554985087103	1554985090944	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	566	END	1554985087103	1554985090945
REQUEST	553		circuit-breaker	1554985086534	1554985090945	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	553	END	1554985086534	1554985090946
REQUEST	557		circuit-breaker	1554985086714	1554985090949	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	557	END	1554985086713	1554985090949
REQUEST	570		circuit-breaker	1554985087272	1554985090950	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	570	END	1554985087272	1554985090950
REQUEST	616		circuit-breaker	1554985089194	1554985090951	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	616	END	1554985089194	1554985090952
REQUEST	561		circuit-breaker	1554985086883	1554985090952	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	561	END	1554985086883	1554985090953
USER	Circuit breaker scenario	660	START	1554985090953	1554985090953
REQUEST	574		circuit-breaker	1554985087453	1554985090954	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	574	END	1554985087453	1554985090955
REQUEST	565		circuit-breaker	1554985087054	1554985090957	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	565	END	1554985087053	1554985090957
REQUEST	578		circuit-breaker	1554985087623	1554985090958	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	578	END	1554985087623	1554985090959
REQUEST	620		circuit-breaker	1554985089355	1554985090960	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	620	END	1554985089355	1554985090960
REQUEST	569		circuit-breaker	1554985087232	1554985090961	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	569	END	1554985087232	1554985090961
REQUEST	582		circuit-breaker	1554985087793	1554985090963	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	582	END	1554985087792	1554985090965
REQUEST	573		circuit-breaker	1554985087403	1554985090967	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	573	END	1554985087403	1554985090968
REQUEST	624		circuit-breaker	1554985089515	1554985090969	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	624	END	1554985089514	1554985090970
REQUEST	586		circuit-breaker	1554985087963	1554985090970	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	586	END	1554985087963	1554985090971
REQUEST	577		circuit-breaker	1554985087583	1554985090973	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	577	END	1554985087583	1554985090974
REQUEST	590		circuit-breaker	1554985088134	1554985090976	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	590	END	1554985088134	1554985090976
REQUEST	581		circuit-breaker	1554985087754	1554985090977	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	581	END	1554985087753	1554985090977
USER	Circuit breaker scenario	661	START	1554985090993	1554985090993
REQUEST	628		circuit-breaker	1554985089673	1554985090978	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	628	END	1554985089673	1554985091029
REQUEST	585		circuit-breaker	1554985087923	1554985091032	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	662	START	1554985091032	1554985091032
USER	Circuit breaker scenario	585	END	1554985087923	1554985091033
REQUEST	594		circuit-breaker	1554985088292	1554985091033	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	594	END	1554985088292	1554985091033
REQUEST	632		circuit-breaker	1554985089834	1554985091035	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	632	END	1554985089833	1554985091035
REQUEST	589		circuit-breaker	1554985088092	1554985091037	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	589	END	1554985088092	1554985091037
REQUEST	598		circuit-breaker	1554985088463	1554985091039	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	598	END	1554985088463	1554985091039
REQUEST	593		circuit-breaker	1554985088255	1554985091040	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	593	END	1554985088254	1554985091041
REQUEST	636		circuit-breaker	1554985089992	1554985091041	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	636	END	1554985089992	1554985091041
REQUEST	602		circuit-breaker	1554985088634	1554985091043	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	602	END	1554985088633	1554985091043
REQUEST	597		circuit-breaker	1554985088423	1554985091044	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	597	END	1554985088423	1554985091045
REQUEST	640		circuit-breaker	1554985090156	1554985091044	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	640	END	1554985090155	1554985091045
REQUEST	606		circuit-breaker	1554985088795	1554985091047	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	606	END	1554985088795	1554985091047
REQUEST	644		circuit-breaker	1554985090313	1554985091048	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	644	END	1554985090313	1554985091049
REQUEST	601		circuit-breaker	1554985088593	1554985091049	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	601	END	1554985088592	1554985091050
REQUEST	648		circuit-breaker	1554985090473	1554985091052	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	648	END	1554985090473	1554985091053
REQUEST	605		circuit-breaker	1554985088755	1554985091053	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	605	END	1554985088754	1554985091054
REQUEST	610		circuit-breaker	1554985088953	1554985091055	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	610	END	1554985088953	1554985091056
REQUEST	652		circuit-breaker	1554985090634	1554985091056	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	652	END	1554985090634	1554985091056
REQUEST	609		circuit-breaker	1554985088913	1554985091058	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	609	END	1554985088912	1554985091059
REQUEST	656		circuit-breaker	1554985090795	1554985091061	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	656	END	1554985090795	1554985091061
REQUEST	614		circuit-breaker	1554985089113	1554985091062	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	614	END	1554985089112	1554985091062
REQUEST	613		circuit-breaker	1554985089073	1554985091065	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	613	END	1554985089073	1554985091065
REQUEST	618		circuit-breaker	1554985089273	1554985091066	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	618	END	1554985089273	1554985091066
REQUEST	660		circuit-breaker	1554985090953	1554985091066	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	660	END	1554985090953	1554985091066
REQUEST	622		circuit-breaker	1554985089435	1554985091070	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	622	END	1554985089434	1554985091070
REQUEST	617		circuit-breaker	1554985089233	1554985091071	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	617	END	1554985089233	1554985091071
USER	Circuit breaker scenario	663	START	1554985091072	1554985091072
REQUEST	626		circuit-breaker	1554985089595	1554985091076	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	626	END	1554985089594	1554985091076
REQUEST	663		circuit-breaker	1554985091072	1554985091077	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	621		circuit-breaker	1554985089394	1554985091077	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	663	END	1554985091072	1554985091077
USER	Circuit breaker scenario	621	END	1554985089393	1554985091077
REQUEST	630		circuit-breaker	1554985089753	1554985091079	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	630	END	1554985089752	1554985091079
REQUEST	625		circuit-breaker	1554985089553	1554985091081	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	625	END	1554985089553	1554985091081
REQUEST	634		circuit-breaker	1554985089913	1554985091083	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	634	END	1554985089913	1554985091084
REQUEST	629		circuit-breaker	1554985089714	1554985091084	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
